,title,label,processed_title
242,한국과학기술원     학년도 여름 계절학기 국내교환 학점교류 수학 안내 만료,0,한국 과학기술원 여름 계절 국내 교환 학점 교류 수학 안내
243,    학년도  학기 학부 강의정보 공유 설문 결과 조회 안내,0,학부 강의 정보 공유 설문 결과 조회 안내
244,서울대학교     학년도  학기 국내대학 학점 교류 수학 안내 만료,0,서울대학교 국내 대학 학점 교류 수학 안내
245,      학기 일반대학원 신입생 등록안내 만료,0,일반 대학원 신입생 등록 안내
246,    학년도  학기 학부 휴학 및 복학 신청 안내   notice for fall      semester leave return,0,학부 휴학 복학 신청 안내 notice fall semester leave return
247,      학기 전문 특수대학원 신입생 등록안내,0,전문 특수 대학원 신입생 등록 안내
248,영남대학교     학년도  학기 국내대학 학점 교류 수학 안내 만료,0,영남대학교 국내 대학 학점 교류 수학 안내
249,울산과학기술원     학년도  학기 국내대학 학점교류 수학 안내 만료,0,울산과학기술원 국내 대학 학점 교류 수학 안내
250,    학년도  학기 학부 수강신청 안내 만료,0,학부 수강신청 안내
251,울산대학교     학년도  학기 국내대학 학점교류 수학안내 만료,0,울산대학교 국내 대학 학점 교류 수학 안내
252,한국외국어대학교     학년도  학기 국내교환 학점교류 수학안내,0,한국외국어대학교 국내 교환 학점 교류 수학 안내
253,    학년도  학기 일반휴학 가사 질병 의 휴학연한 미산입   notice regarding leave of absence for fall semester due to covid   ,0,일반 휴학 가사 질병 휴학 연 미산 입 notice regard leave absence fall semester due covid
254,      학기 재학생 등록 안내 registration guideline for current students  만료,0,재학생 등록 안내 registration guideline current student
255,    학년도 여름 계절제 학부 강의정보 공유를 위한 설문 실시 안내,0,여름 계절제 학부 강의 정보 공유 설문 실시 안내
256,     학년도  학기 국내대학 학점 교류 수학 안내 만료,0,국내 대학 학점 교류 수학 안내
257,고려대학교     학년도  학기 국내교환 학점교류 수학안내 만료,0,고려대학교 국내 교환 학점 교류 수학 안내
258,학사경고자 학사지도 안내 academic advising for academic warning recipients ,0,학사 경고자 학사 지도 안내 academic advise academic warn recipient
259,중앙대학교     학년도  학기 국내대학 학점교류 수학 안내 만료,0,중앙대학교 국내 대학 학점 교류 수학 안내
260,      학기 기숙사비 납부 안내  무악학사  우정원  법현학사          nd dormitory payment guide for       st dormitory students   muak  woojungwon  beophyeon  ,0,기숙사비 납부 안내 무악 학사 우정 원 법현 학사 dormitory payment guide dormitory student muak woojungwon beophyeon
261,    년  월 졸업 수료 심사 결과 조회 안내 notification of august      graduation   completion approval status ,0,졸업 수료 심사 결과 조회 안내 notification august graduation completion approval status
262,     학년도  학기 국내대학 학점교류 수학안내 만료,0,국내 대학 학점 교류 수학 안내
263,      학기 캠퍼스 생활관 입사 일정        nd semester dormitory application guide  sinchon campus ,0,캠퍼스 생활관 입사 일정 semester dormitory application guide sinchon campus
264,    년  월 졸업 신청 안내 notices for february      graduation application ,0,졸업 신청 안내 notice february graduation application
265,      학기 외국인 재외국민 대학 원  신 편 입생 학생증 발급,0,외국인 재외국민 대학 원 신 편 입 학생증 발급
266,    학년도  학기 내국인 대학 원  신 편 입생 학생증 발급,0,내국인 대학 원 신 편 입 학생증 발급
268,    년  월  월 졸업자 온라인 학위수여식 및 학위가운 대여 안내 공지수정 만료,0,졸업자 온라인 학위 수여식 학위 가운 대여 안내 공지 수정
269,대학교     학년도  학기 국내교환 학점교류 수학안내,0,대학교 국내 교환 학점 교류 수학 안내
270,    학년도  학기 진료비공제 학생건강공제회 접수 마감 안내,0,진료비 공제 학생 건강 공제 안내
271,성신여자대학교     학년도  학기 학점교류 수학안내 만료,0,성신여자대학교 학점 교류 수학 안내
272,    학년도  학기 학생건강공제회 가입 및 이용안내 요약 ,0,학생 건강 공제 가입 이용 안내 요약
273,      학기 점심나눔 신청 안내 만료,0,점심 신청 안내
274,    학년도  학기 선택교양 일몰 교과목 재수강 지정 목록 및 신청 안내,0,선택 교양 일몰 교과목 수강 지정 목록 신청 안내
275,      학기 캠퍼스 생활관 신규입사 신청안내  무악     학사   우정원   법현학사    내국인  korean students ,0,캠퍼스 생활관 신규 입사 신청 안내 무악 학사 우정 원 법현 학사 내국인 korean student
276,    학년도  학기 국내대학 교환학생 타대생  학사안내,0,국내 대학 교환 학생 타대생 학사 안내
277,한남대학교     학년도  학기 국내대학 학점교류 수학안내 만료,0,한남대학교 국내 대학 학점 교류 수학 안내
278,      학기 신 편 입생 학생증 배부 유보 안내,0,신 편 입 학생증 배부 유보 안내
280,한국과학기술원     학년도  학기 국내교환 학점교류 수학 안내 만료,0,한국 과학기술원 국내 교환 학점 교류 수학 안내
281,    학년도  학기 학부 수강인원 미달 폐강 교과목 안내,0,학부 수 강인원 미달 폐강 교과목 안내
282,    년  월 조기졸업 신청 안내  early graduation application period for      february graduation,0,조기 졸업 신청 안내 early graduation application period february graduation
283,      학기 캠퍼스 생활관 입사 무기한 연기 안내   tbc  move in date of sinchon campus dormitories  ,0,캠퍼스 생활관 입사 무기 연기 안내 tbc move date sinchon campus dormitory
284,    년  월 졸업신청 안내 notices for february      graduation application  학사학위수료자 대상 for students in the state of  completion of bachelor s degree   ,0,졸업 신청 안내 notice february graduation application 학사 학위 수료 대상 student state completion bachelor s degree
285, 납부기간연장       학기 졸업앨범 추가 촬영 일정 및 앨범비 납부 안내,0,납부 기간 졸업앨범 추가 촬영 일정 앨범 비 납부 안내
286,      학기 분할납부  회 신청자  차 납부     tuition installment payment guidelines ,0,분할 납부 신청자 차 납부 tuition installment payment guideline
287,재난위기학기 수강철회 특례제도 안내 course withdrawal for emergency  만료,0,재난 위기 수강철회 특례 제도 안내 course withdrawal emergency
288,냉방중지 안내,0,냉방 중지 안내
289,    학년도 겨울 계절제 수강 희망 교과목 수요조사 실시 안내,0,겨울 계절제 수강 희망 교과목 수요 조사 실시 안내
290,    학년도  학기 학부 수강과목 철회 안내 course withdrawal for      fall semester  만료,0,학부 수강 과목 철회 안내 course withdrawal fall semester
291,    학년도  학기 학부 수강인원 미달 최종 폐강 교과목 안내,0,학부 수 강인원 미달 최종 폐강 교과목 안내
292,      학기 분할납부   월 등록일정 안내 만료,0,분할 납부 등록 일정 안내
293,    학년도  학기 캠퍼스내 소속변경 전형 안내,0,캠퍼스 내 소속 변경 전형 안내
294,제  회 언더우드선교상 시상식 개최 안내,1,언더우드 선교 시상식 개최 안내
295,    학년도  학기 학부 강의정보 공유를 위한 설문 실시 안내 만료,0,학부 강의 정보 공유 설문 실시 안내
296,    년  월 졸업신청 확인 및 변경 안내 application for changing graduation plan in february      ,0,졸업 신청 확인 변경 안내 application change graduation plan february
297,    학년도 겨울 계절제 수업 안내 학부  비대면 온라인 강의 안내 및 개설과목 강의시간표 추가 만료,0,겨울 계절제 수업 안내 학부 비대면 온라인 강의 안내 개설 과목 강의 시간표 추가
298,서울대학교     학년도 겨울학기 국내대학 학점 교류 수학 안내 만료,0,서울대학교 겨울 국내 대학 학점 교류 수학 안내
299,      학기 분할납부  회 신청자  차 납부     tuition installment payment guideline  만료,0,분할 납부 신청자 차 납부 tuition installment payment guideline
300,    학년도 교직과정 이수예정자 추가 선발         화           월  만료,0,교직과정 이수 예정자 추가 선발 화
301,    학년도  학기 캠퍼스 생활관 입사신청안내  무악     학사   우정원   법현학사  ,0,캠퍼스 생활관 입사 신청 안내 무악 학사 우정 원 법현 학사
302,교내 캠퍼스  전체 순간정전 안내,0,교내 캠퍼스 전체 순간 정전 안내
303,     학년도 겨울 계절학기 국내대학 학점교류 수학안내 만료,0,겨울 계절 국내 대학 학점 교류 수학 안내
304,울산대학교     학년도 겨울 계절학기 국내대학 학점교류 수학안내 만료,0,울산대학교 겨울 계절 국내 대학 학점 교류 수학 안내
305,고려대학교      학년도 겨울학기 국내교환 학점교류 수학안내 만료 ,0,고려대학교 겨울 국내 교환 학점 교류 수학 안내
306,계명대학교     학년도 겨울 계절학기 국내대학 학점교류 수학 안내 만료,0,계명대학교 겨울 계절 국내 대학 학점 교류 수학 안내
307, 서울 국제캠퍼스 강사 공개채용 공고 만료,0,서울 국제 캠퍼스 강사 공개 채용 공고
308,영남대학교     학년도 겨울 계절학기 국내대학 학점 교류 수학 안내 만료,0,영남대학교 겨울 계절 국내 대학 학점 교류 수학 안내
309, 간호대학 학사편입 온라인 설명회,0,간호 대학 학사 편입 온라인 설명회
310,     학년도 겨울 계절학기 국내대학 학점 교류 수학 안내 만료,0,겨울 계절 국내 대학 학점 교류 수학 안내
311,교내 정보시스템 일시 중지 안내,0,교내 정보 시스템 일시 중지 안내
312,    학년도 동절기 난방시행계획 안내,0,절기 난방 시행 계획 안내
313, 서울 국제캠퍼스 비전임교원 공개채용 공고 만료,0,서울 국제 캠퍼스 비전임 교원 공개 채용 공고
314,       재입학 전형 안내 re admission application for spring semester       접수관련 추가 공지 ,0,재입학 전형 안내 re admission application spring semester 관련 추가 공지
